Country Name,Country Code,Indicator Name,Indicator Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Saudi Arabia,SAU,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,11.15863,,11.25656,11.3071,11.34587,11.50935,12.49077,14.30161,14.39731,17.62773,18.92974,,20.99704,21.23175,
Sudan,SDN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,19.40891,19.34668,22.65279,22.32586,22.12626,24.59024,24.02441,27.73553,35.56348,31.76062,35.63156,38.19042,42.77537,43.20109,44.76626,45.0923,46.62576,,
Senegal,SEN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,1.089730024,1.463829994,1.422279954,1.477489948,1.468950033,1.538179994,1.972309947,1.96025002,2.083489895,2.1275599,2.159590006,2.262870073,2.260740042,2.238960028,2.168550014,,2.341170073,2.201139927,2.310940027,2.766819954,2.84063,3.49386,3.09505,3.14578,5.50081,7.76856,9.15799,9.31769,10.49772,11.26414,12.72556,13.52119,14.20368,14.9983,15.07742,15.37674,16.14162,16.51902,16.5383,
Singapore,SGP,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,34.20172119,37.06666946,40.65859985,39.97322083,38.5969696,40.87149048,41.34350967,39.59725952,,,35.31091,,40.92963,,,,48.49985,49.79698,44.4976,49.19859,100.9194,90.8912,93.40816,92.3849,94.19225,93.66661,97.39211,98.73103,84.07077,
Sierra Leone,SLE,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,3.85963,3.91565,,,,,,,,,,6.26251,8.04387,8.71324,,9.27421,12.46991,12.34602,13.88317,
El Salvador,SLV,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,11.4277401,10.39074993,12.77628994,13.80391026,13.81886959,,,15.64640999,16.65386963,,,19.49486923,22.64131927,26.12812996,27.00395966,30.38153076,33.81682968,39.69247055,39.71353149,42.22254944,44.16376,46.74514,50.30561,52.92629,56.12567,56.49101,57.52771,57.19108,58.02645,57.94084,62.39752,62.47059,62.58562,63.82397,65.34746,65.32601,65.45313,64.9683,,
San Marino,SMR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,94.08138275,99.3030319,90.2320175,95.69061279,90.11689758,91.09662628,90.64588165,96.91210938,99.3307495,99.3764038,99.8732376,99.6099.,99.1636887,99.9735107,99.7883377,,99.3373108,97.37741852,,,99.21888,,,,99.00793,,,,99.80095,99.55204,99.8072,99.5563,99.2321,,,,,,96.39449,
Somalia,SOM,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,0.560750008,0.531400025,0.430920005,0.472310007,0.294120014,0.337779999,0.384220004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,53.91217041,51.42011,53.73101,55.48411,55.63205,56.57381,56.32755,56.84039,49.61991,49.68122,51.33848,52.70153,55.63595,57.31269,58.36443,59.16469,58.17151,58.82748,61.13126,62.28713,
Sub-Saharan Africa (excluding high income),SSA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,15.22480011,15.08255005,14.87084961,14.75529957,14.6521101,14.5920496,14.82787037,15.08014965,15.28534985,15.3471899,15.38708019,15.38988972,15.42963028,15.36110973,15.16790009,15.25496006,15.58088017,15.05473042,15.28977013,14.07549,15.35204983,15.88000965,17.12350082,18.64941025,20.06694984,20.77013969,22.27853966,20.78410912,20.61243057,22.09704971,22.26009,24.11105,27.57008,30.23245,24.74106,25.76472,32.43749,33.44964,33.83978,
South Sudan,SSD,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.10009,,,,11.25782,,,,
Sub-Saharan Africa,SSF,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,15.23110008,15.09095001,14.87950039,14.76210022,14.65927029,14.5992403,14.83522034,15.08689976,15.29193974,15.35410023,15.39375019,15.39608002,15.43556023,15.36674976,15.17346954,15.2605896,15.58642006,15.06027985,15.29496002,14.08125019,15.3573103,15.88455963,17.12792969,18.65339088,20.07106018,20.77408981,22.28231049,20.78796959,20.61634064,22.1008091,22.26379,24.11452,27.5734,30.23543,24.74431,25.76769,32.44023,33.45228,33.84232,
Small states,SST,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,30.53652,29.61399078,29.96702957,30.62964058,30.3597393,30.10821915,30.41669083,29.99847031,30.9949398,31.12318039,31.24427032,32.43444061,32.63811111,33.86790085,33.7555809,34.16442871,34.8414917,35.11740875,34.58909988,34.88764954,35.00257874,35.78649139,37.27764893,37.60346985,39.242199.1,39.9675293,39.85845947,40.12639999,41.28741837,42.26818848,43.39285,44.45253,44.02843,44.20596,44.37981,45.44015,44.89921,45.20204,45.09696,
Sao Tome and Principe,STP,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,12.36503029,19.01408005,19.58823967,19.54339027,19.46248055,19.38318062,,20.51671982,21.90125084,,21.45035934,,,,,,,,,22.94860077,,26.20808,27.05188,24.55806,28.15702,28.44407,,38.31268,39.23039,41.67606,36.56331,48.90141,47.83586,44.02793,39.01475,47.37276,50.30805,,,
Suriname,SUR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,93.84544373,91.76869965,,,,99.2582474,99.3900299,96.89492035,93.86084747,95.02935791,82.12600708,82.40493011,85.27625275,88.97338104,99.52086639,,,,,68.24806976,,73.94982,79.71418,,,80.26645,76.62092,77.23523,82.86839,83.98994,74.40479,75.52081,83.43447,88.48752,87.78509,87.25858,89.676,90.38122,86.15779,
Slovak Republic,SVK,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,80.68856812,,,84.37944031,,86.55859375,,,93.91599274,,85.23977661,75.53266907,76.03369904,75.09147644,73.11364746,70.55979156,75.38136292,77.72692871,80.25974274,81.19291,81.05157,83.67798,88.99241,94.35011,96.60732,94.01857,93.72045,92.83021,90.91926,90.9297,90.23371,91.1705,91.91332,91.63394,93.11739,93.7044,95.21526,,
Slovenia,SVN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,52.38063049,55.05625153,57.17060089,58.17858124,59.18130875,56.57358932,58.30765915,61.36275101,61.51651001,62.2491188,85.04834747,54.4967804,53.55532074,57.24666977,59.26795959,61.01588821,63.27249908,63.97687912,75.14633179,76.8377,75.49036,73.39619,67.41409,77.21477,78.62967,82.27455,81.96401,84.88728,86.96848,89.25994,91.78853,94.68258,93.32073,92.01725,92.099.,92.09144,91.72831,,
Sweden,SWE,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,50.38663864,53.60343933,57.15093994,60.39196014,63.4863205,57.30073166,60.02146912,60.97172928,61.64505005,62.29069901,63.87335968,64.68364716,67.21511841,64.48754883,64.53527832,66.58200073,71.22400665,71.67993927,72.19447327,75.78421783,73.68594,73.62415,75.36379,82.15094,90.83181,94.06677,94.4427,98.44453,97.0622,94.74359,95.20037,94.92591,94.83735,95.00969,95.56188,93.86273,94.08003,96.32934,,
Eswatini,SWZ,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,13.58111,,,22.2188797,,,,,,,,,,,,,,,,,24.05819,27.43286,,,,,,,,
Sint Maarten (Dutch part),SXM,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.8472,,78.1484,,,,,
Seychelles,SYC,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,75.81931305,98.78806305,100.5360184,86.99671936,93.61830139,97.03997803,99.7304699.,94.86876678,94.65849304,90.5528107,100,97.92543793,97.9785614,96.89922333,98.81434631,100.4040604,99.0970306,99.1102371,99.0556412,99.4127502,90.2945,93.4973,97.12604,94.23213,100.46586,90.10627,99.22671,99.22996,99.45356,99.86662,99.1168,99.1482,99.3185,96.71053,96.96,94.37421,97.02846,96.23288,95.36403,
Syrian Arab Republic,SYR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,3.444910049,3.435060024,3.719110012,4.309110165,4.823279858,5.378600121,5.421050072,6.037660122,6.284570217,6.161439896,6.81867981,6.630300045,6.75094986,7.036290169,6.99394989,6.974579811,7.076059818,7.493370056,7.724740028,8.224849701,8.62766,8.89651,9.01042,9.56595,9.82145,9.9357,10.09588,9.33239,9.46936,9.03252,8.98215,10.37021,10.39573,5.54878,,,,,,
Turks and Caicos Islands,TCA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,0.22902,,,,,,,,,,,,,,,1.69021,1.73424,1.43686,,,0.78942,0.95611,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,10.17061043,13.06927013,12.98196983,14.04176044,15.16170025,17.19403076,19.44543076,20.91823006,22.50861931,22.30743027,21.43313026,21.9489193,22.90844917,23.75765991,24.29851913,25.3571701,26.42234993,27.76203918,37.74172974,40.70069122,40.6635704,40.76475906,37.87854004,37.88191986,38.68740082,39.87657166,42.33692932,44.93645096,47.17139816,49.91588974,52.26823,57.2267,64.51745,68.59648,71.61853,73.92922,76.96168,79.07561,81.48589,
Europe & Central Asia (IDA & IBRD countries),TEC,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,55.28173828,52.98352814,53.25307846,53.53712082,53.85134888,54.85432053,55.7186203,56.5905304,57.34547043,57.95866013,58.33890152,56.94868088,55.03387833,52.12220001,47.19911957,46.49533081,45.24581146,43.7577095,42.07981873,39.56700134,39.33805847,40.01292038,41.05593872,43.46266174,44.32838058,45.28017044,47.14696121,48.99483109,51.21813965,52.6083107,54.28829,55.90008,57.33192,56.96572,57.86422,58.68907,59.67346,60.09749,60.60066,
Togo,TGO,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,2.373159885,2.748379946,3.081909895,3.093719959,2.934520006,2.853770018,2.908030033,2.839250088,2.931679964,2.662820101,2.72991991,2.887840033,,,2.641599894,2.511019945,2.539489985,2.537149906,2.506930113,2.626290083,2.15262,2.3355,2.60345,2.6565,3.03591,,3.81319,4.16925,4.66294,7.1318,7.26823,9.12299,10.66806,13.70643,15.03941,17.57004,,21.34416,22.83068,
Thailand,THA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,8.353750229,9.699009895,10.99.31041,11.1712904,12.87162971,14.72101021,18.86055946,28.6855793,33.73748016,40.8239212,42.08264923,44.65898132,47.15737915,52.39318085,61.72732925,67.75031281,61.64360809,65.78431702,,,,,,,,,,,,,,,,,71.34223,67.95236,71.99156,73.61172,,
Tajikistan,TJK,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,13.12744045,,,,,,,,,,22.21166992,20.10206032,15.89144993,15.4005003,14.56103039,10.42107964,9.595190048,8.431409836,7.824719906,7.26798,7.58062,8.27276,8.6148,9.14591,9.12689,9.23882,9.13054,9.07379,8.87025,8.57615,9.06831,9.42666,9.78752,9.98855,10.19669,10.48075,9.9137,,
Turkmenistan,TKM,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9761,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,17.60975075,19.92333031,22.79727936,25.04302025,27.66083908,29.46361923,31.84394073,38.75791931,39.14617157,39.55123138,43.99.22076,41.44947052,43.70431137,45.37318039,46.18476105,48.06005859,49.53380966,50.56861115,52.08583069,52.88816071,54.30675888,55.10292053,55.55318832,56.56737137,57.78728867,60.20560837,62.46884918,64.11131287,66.37725067,67.50657654,65.37495,67.72837,69.46406,71.48257,73.27108,74.21151,75.53344,76.64346,78.03569,
Timor-Leste,TLS,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,6.63362,,,11.63937,,,,,,,,13.91898,17.40148,20.46707,21.42526,23.44754,22.7661,
Middle East & North Africa (IDA & IBRD countries),TMN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,11.62325001,11.52015018,11.73596954,11.64754963,12.11888981,11.32176018,11.37584019,11.57271957,11.48867035,12.04152012,12.21158981,12.52581024,12.799.3028,12.1667099,12.09142971,12.37491035,12.9246397,13.4963398,14.51253986,14.01214981,14.84300995,15.1452198,15.80436993,16.47969055,17.3155098,18.62520027,21.19156075,21.16304016,22.47039032,24.34498978,25.41594,24.71141,24.48956,24.2894,27.13207,27.92372,27.91464,28.20252,28.03031,
Tonga,TON,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,19.98933029,28.23251915,,,,,21.5062,,,,,,,,36.75852,,41.29522,45.81301,,,,
South Asia (IDA & IBRD),TSA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,10.53763962,11.06904984,11.16187,11.88278008,12.15260029,12.57586956,13.29001045,13.61686039,14.11958981,13.82141972,13.38745975,13.46234989,13.13706017,13.01336956,13.61472988,13.68187046,13.51651001,9.820569992,10.57050037,10.41771984,10.39933968,9.877039909,10.51278019,10.65555954,10.5401001,10.9983902,13.18706036,14.05282021,16.01228905,15.00776958,15.03561,16.71597,17.29525,19.20644,20.37483,21.08439,22.14681,24.39583,25.26622,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,15.23110008,15.09095001,14.87950039,14.76210022,14.65927029,14.5992403,14.83522034,15.08689976,15.29193974,15.35410023,15.39375019,15.39608002,15.43556023,15.36674976,15.17346954,15.2605896,15.58642006,15.06027985,15.29496002,14.08125019,15.3573103,15.88455963,17.12792969,18.65339088,20.07106018,20.77408981,22.28231049,20.78796959,20.61634064,22.1008091,22.26379,24.11452,27.5734,30.23543,24.74431,25.76769,32.44023,33.45228,33.84232,
Trinidad and Tobago,TTO,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,8.287240028,,,,,,,,,,60.19071,62.67328,,78.8296,85.6337,87.74435,,82.97109,,,,,,,,,,,,
Tunisia,TUN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,6.329780102,,6.859879971,,9.101829529,,,,11.04224014,,12.99615955,14.06410027,15.8879,17.13462,20.25513,,,,,,,,,,,41.30671,42.81754,43.70998,44.61507,,,
Turkey,TUR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,0.189820006,0.222420007,0.225030005,0.23714,3.180099964,4.506140232,3.954339981,3.886329889,3.973659992,4.203100204,4.514120102,5.027150154,5.198440075,5.526619911,5.757130146,,6.839369774,7.151249886,6.802790165,6.52914,6.68273,7.38291,8.06758,8.94169,10.86097,13.78683,16.18825,17.93245,20.8058,25.45541,28.97962,30.23752,27.67965,26.9741,29.1438,30.17321,32.73927,,
Tuvalu,TUV,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,100.0435486,,,99.6124,,,100.60432,89.3617,99.02507,,,,,,,,96.14396,96.43766,88.39849,,83.33333,
Tanzania,TZA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,24.55738,27.50782,27.85075,31.82725,34.44,33.15618,33.12488,35.82704,35.54019,33.43184,33.16459,33.07892,47.1698,44.95051,41.40451,
Uganda,UGA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.77047,12.53818,,14.20694,,9.62003,11.30229,11.99.97,11.92644,13.71552,14.40808,,
Ukraine,UKR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,76.58271027,59.26480103,60.49777985,61.69268036,63.31729889,63.34701157,63.67095184,63.88095856,65.07781982,65.62513733,66.84490204,65.7374115,64.57827759,58.6353302,56.90740967,,,,51.19903946,51.31581116,52.00383,51.2583,53.02968,75.83826,78.60366,82.70925,87.19781,92.32681,97.00348,90.43392,99.0646,90.3824,90.7322,83.87658,,,,,,
Upper middle income,UMC,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,16.17564964,18.91954994,19.54137039,21.21219063,22.79674911,24.89076996,27.27020073,29.94008064,30.94325066,30.83513069,30.7726593,30.50649071,31.1756897,31.48090935,30.97521973,31.89497948,32.89218903,34.33134842,43.80791855,45.85662842,46.43059921,46.84870148,44.74039841,44.80456161,45.54872131,46.6645813,49.10715866,51.05778885,53.4679718,55.74592972,57.17807,61.06075,65.89411,69.04602,71.43366,71.63274,74.02132,75.70341,77.698,
Uruguay,URY,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,25.30887985,26.41926003,29.50576973,32.29161072,32.63885117,33.20135117,34.25651932,37.38475037,39.80289078,42.66698837,42.61400986,42.54570007,42.28815842,40.78784943,41.66329956,41.70909882,45.04225159,51.29552078,56.1139183,59.55984879,63.48985,64.77339,66.86021,65.8297,67.65803,87.23834,95.21479,81.15839,87.1358,90.44501,90.65909,,,92.27006,92.50898,94.00988,94.20154,93.38856,,
United States,USA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,48.59489059,52.44504929,52.71154022,54.60565186,56.62382889,57.31401062,61.19591904,62.04418945,61.69543076,60.48450089,60.95978928,65.05178833,,,,69.58889008,71.11544037,,,,,,,,,70.51733,,,,,70.10418,70.14959,70.93356,71.52396,72.54063,72.02736,71.93737,72.93408,,
Uzbekistan,UZB,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,50.49549103,,,,,53.61399841,,,56.01588821,56.76187897,56.87559128,54.79045868,48.15885162,45.29013824,41.0275116,36.36838913,28.74262047,25.92798042,23.68651962,23.82312,25.02231,26.59065,27.2065,26.62444,26.70494,26.94332,27.27701,27.12655,26.01342,25.58743,24.95193,24.50709,24.06372,24.02607,25.1772,25.06572,26.75457,27.94889,
St. Vincent and the Grenadines,VCT,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,16.45116997,,,,,38.88587189,,,,45.49105835,,,49.80080032,,,,,,,,,,92.47904,,,,,84.36689,,,,82.31078,72.05339,90.27,99.3914,99.9908,100.06235,
"Venezuela, RB",VEN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,27.66754913,33.25233078,35.57870102,37.50030136,38.2598114,38.99029922,39.46199036,37.39910126,37.20859146,36.98778152,37.28371811,40.8072319,42.52790833,42.25521088,42.27941132,43.31731033,41.91939163,44.49798965,45.91891098,44.83124161,48.50923,50.44896,51.9263,52.89077,54.42641,57.81788,59.74593,61.55476,69.13073,77.13431,73.46216,74.24522,72.99126,76.11313,73.70267,76.14652,70.90936,69.51507,,
British Virgin Islands,VGB,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,57.17016983,,37.09677124,38.46154022,44.05458069,,,,,39.79417038,38.25503159,50.39369965,,,67.98307037,,,,60.91030884,73.07692,75.13158,84.52221,85.92896,90.9465,87.15847,88.00539,,,94.53125,,100.7912,,,99.8047,132.6121,99.4314,132.4698,,
Virgin Islands (U.S.),VIR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,34.0187912,34.03316116,32.36251831,30.9521904,,33.69007111,34.65652847,33.34001923,36.27827835,34.62931824,31.65127945,28.76685905,27.6711998,27.82699013,30.05421066,33.25403976,34.94934082,37.93610001,39.51691818,40.35480118,40.78903,42.28309,45.29814,49.56449,54.32998,59.80497,65.65772,68.02237,68.25603,69.36865,71.2737,74.55041,78.88569,82.42049,82.04487,83.97326,87.80915,96.53198,90.2349,
Vanuatu,VUT,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,10.73334026,9.60422039,,,,,,,,,,,36.18701935,,,,,,78.4726181,77.08058167,,79.56518,,,,99.28571,99.69007,96.99048,90.06864,93.94739,93.58591,,,90.93573,,90.19299,,,,
World,WLD,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,21.06518936,22.50588036,22.89241028,23.8699.022,24.82035065,25.88775063,27.25952911,28.45449066,29.05924988,28.86226082,28.76211929,28.77300072,28.98279953,29.09020996,28.97348022,29.47003937,29.9941597,28.41760063,31.00555992,31.46175003,31.72224045,31.62309074,31.33839035,31.81765938,32.31975937,33.18292999,34.9944191,35.78274155,37.16714096,37.92269897,38.60495,40.81581,43.55113,45.71099,45.99791,46.99795,49.59324,51.09632,51.96555,
Samoa,WSM,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,12.83076,,,24.29104042,31.88596916,,52.74586105,49.51052094,52.14196,52.65853,,,,,,46.6144,41.57964,41.59869,35.48778,38.67153,33.34604,,33.72217,36.14806,36.12528,44.66611,48.76443,
Kosovo,XKX,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,0.731169999,0.712549984,,0.758780003,,0.659560025,,,0.675459981,,0.57743,,0.80015,0.8351,0.9713,,,1.21245,,1.26137,1.44984,,1.36367,,,1.59278,,,
South Africa,ZAF,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,26.54887009,,31.0027504,,23.96529007,20.41818047,32.23603,36.537,32.6382,35.75588,40.3565,46.12157,49.78668,54.6697,60.65625,68.55384,76.63795,74.68907,78.66504,76.90275,77.76442,25.07593,24.33475,24.61863,,
Zambia,ZMB,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.46808,6.89052,7.5651,,,
Zimbabwe,ZWE,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,34.96014023,,,60.48554993,,66.85444,,61.44647,67.82708,,,,,,,,,45.81406,46.95562,,,,,,
